epsilon,n_clusters_db,n_noise_db,ARAND_db,AMIS_db,Exec_time_db,n_clusters_dbp_uni,n_noise_dbp_uni,ARAND_dbp_uni,AMIS_dbp_uni,Exec_time_dbp_uni,n_clusters_dbp_kg,n_noise_dbp_kg,ARAND_dbp_kg,AMIS_dbp_kg,Exec_time_dbp_kg
418,1.0,11.0,7.270041789492784e-07,-5.344428292324431e-05,0.12460732460021973,3.0,685.0,0.003590650255611553,0.01233908719644704,0.6861617565155029,8.0,783.0,0.024051331799544412,0.09651727292105776,0.6273193359375
425,1.0,9.0,-5.329194373139374e-06,-0.0007461270780117964,0.12067651748657227,3.0,660.0,0.01564052249078323,0.03292871150666354,0.6262984275817871,8.0,673.0,0.008857239291045184,0.06431213412222521,0.6312785148620605
432,1.0,9.0,-5.329194373139374e-06,-0.0007461270780117964,0.12273120880126953,3.0,692.0,0.004350181704064225,0.015543856389248947,0.6661920547485352,6.0,589.0,0.00812411952184379,0.055670795627231054,0.6332423686981201
439,1.0,7.0,-6.0069658106242765e-06,-0.001106625188453474,0.12563037872314453,2.0,583.0,0.003496264992400568,0.011023426795491502,0.6682398319244385,7.0,523.0,0.007962361985451239,0.06388023290590206,0.6522524356842041
446,1.0,7.0,-6.0069658106242765e-06,-0.001106625188453474,0.12766480445861816,3.0,580.0,0.017767985060606093,0.047825403989632705,0.7250208854675293,4.0,470.0,0.0031338443539960397,0.02305655789619602,0.675025463104248
453,1.0,7.0,-6.0069658106242765e-06,-0.001106625188453474,0.1307086944580078,2.0,518.0,0.005861363710436853,0.016281456643061343,0.7549557685852051,2.0,405.0,0.0018924532013519608,0.010703957907594298,0.6821410655975342
460,1.0,3.0,6.710101857990229e-07,0.00028826792823471715,0.13168931007385254,2.0,455.0,0.004826422939386458,0.011716324468899279,0.69991135597229,1.0,368.0,0.0010851201694177472,0.002367623673791525,0.7240605354309082
467,1.0,3.0,6.710101857990229e-07,0.00028826792823471715,0.1327042579650879,1.0,465.0,0.0005547993749461621,0.000917013645314872,0.7589459419250488,1.0,328.0,0.0013224319014424068,0.0033441884330513115,0.7031574249267578
474,1.0,3.0,6.710101857990229e-07,0.00028826792823471715,0.1406233310699463,3.0,431.0,0.014914146932363344,0.053092702928110184,0.7958312034606934,1.0,285.0,0.001155738137010172,0.0033227850864351975,0.7375001907348633
481,1.0,3.0,6.710101857990229e-07,0.00028826792823471715,0.13564157485961914,1.0,358.0,0.008162382705511829,0.018616730588073477,0.8048372268676758,1.0,233.0,0.0018182853754559252,0.006359191073214427,0.8167829513549805
488,1.0,1.0,0.0,1.9710955535869273e-15,0.16954660415649414,1.0,355.0,0.004905122319630868,0.010492653195005098,0.9873957633972168,1.0,207.0,0.001481568640360493,0.005939851164461705,0.8367710113525391
495,1.0,1.0,0.0,1.9710955535869273e-15,0.1446821689605713,1.0,328.0,0.0022070550986533276,0.005451173844302374,0.8318047523498535,1.0,172.0,0.0006853121858765744,0.0034527613024927443,0.7709338665008545
502,1.0,1.0,0.0,1.9710955535869273e-15,0.14464688301086426,1.0,267.0,0.002010800748652635,0.006286388808854218,0.8118264675140381,1.0,144.0,0.0005646831396022168,0.0035223607276095594,0.7798507213592529
509,1.0,0.0,0.0,0.0,0.14561891555786133,1.0,287.0,0.0023708369192508407,0.006218388149315544,0.8741621971130371,1.0,119.0,0.0002691356684866501,0.0021354730245000267,0.7928814888000488
516,1.0,0.0,0.0,0.0,0.14463424682617188,1.0,214.0,0.0018303401309788824,0.007507105404161251,0.8935847282409668,1.0,101.0,0.00030312817064589466,0.002818677576110999,0.8836147785186768
523,1.0,0.0,0.0,0.0,0.1486375331878662,1.0,260.0,8.836572666223014e-05,0.0002756339220578361,0.8916056156158447,1.0,76.0,0.00019784232987860452,0.0023449745671409775,0.8098428249359131
530,1.0,0.0,0.0,0.0,0.15255212783813477,2.0,217.0,0.0006011501178863937,0.006789089812624447,0.9664106369018555,1.0,51.0,1.579992228501602e-05,0.00033216678285712353,0.8397583961486816
537,1.0,0.0,0.0,0.0,0.15158557891845703,1.0,326.0,0.03305091727853699,0.07466842158901292,0.9304487705230713,1.0,40.0,-1.562865151409976e-05,-0.0003946290435368289,1.0641789436340332
544,1.0,0.0,0.0,0.0,0.1575784683227539,1.0,210.0,0.0009086469764349791,0.004020155261237602,1.098041296005249,1.0,30.0,-4.316613972910456e-06,-9.122128498530563e-05,0.9394814968109131
551,1.0,0.0,0.0,0.0,0.1586134433746338,1.0,209.0,0.0012926043768999877,0.005705141743962043,0.9564437866210938,1.0,17.0,8.228672393442318e-06,0.00023932168561936623,0.8746688365936279
558,1.0,0.0,0.0,0.0,0.16455912590026855,1.0,165.0,0.0018913771477861966,0.010073551496831526,0.961428165435791,1.0,8.0,2.816383785286227e-08,0.00047605153410050987,0.8866584300994873
565,1.0,0.0,0.0,0.0,0.1615302562713623,1.0,163.0,0.0036745145320704314,0.021875267808697987,1.0122883319854736,1.0,8.0,2.816383785286227e-08,0.00047605153410050987,0.9005849361419678
572,1.0,0.0,0.0,0.0,0.16357111930847168,2.0,148.0,0.0038477869208387596,0.031406873067675534,1.0222856998443604,1.0,8.0,2.816383785286227e-08,0.00047605153410050987,0.9680273532867432
579,1.0,0.0,0.0,0.0,0.16458868980407715,1.0,109.0,0.0006778658503375038,0.005649969707481319,0.9414186477661133,1.0,8.0,2.816383785286227e-08,0.00047605153410050987,0.9484965801239014
