,AMIS_db,AMIS_dbp_kg,AMIS_dbp_uni,ARAND_db,ARAND_dbp_kg,ARAND_dbp_uni,Exec_time_db,Exec_time_dbp_kg,Exec_time_dbp_uni,epsilon,n_clusters_db,n_clusters_dbp_kg,n_clusters_dbp_uni,n_noise_db,n_noise_dbp_kg,n_noise_dbp_uni
23,0.00028826792823471715,0.005791105468391041,0.023287469030617847,6.710101857990229e-07,0.0017110843905023016,0.012899682052904518,0.0447545051574707,38.37660026550293,0.45592164993286133,480,1.0,1.0,1.0,3.0,241.0,442.0
24,1.9710955535869273e-15,0.00595738071058549,0.03515000086141244,0.0,0.0014637915182553248,0.011145825254526051,0.07145023345947266,38.477664947509766,0.4275949001312256,490,1.0,1.0,3.0,1.0,202.0,371.0
25,1.9710955535869273e-15,0.004143334864799523,0.004302436311836438,0.0,0.000711661818705646,0.0016801871011559726,0.04781842231750488,38.360676527023315,0.4553260803222656,500,1.0,1.0,1.0,1.0,151.0,303.0
26,0.0,0.002036113608387107,0.011326030275957006,0.0,0.0002558762004517673,0.002528282425557388,0.04806041717529297,38.56390690803528,0.5030715465545654,510,1.0,1.0,2.0,0.0,118.0,279.0
27,0.0,0.0025133651981660856,0.026447504199768684,0.0,0.00021833526140371665,0.009832914409953812,0.04891514778137207,38.552626609802246,0.49609923362731934,520,1.0,1.0,1.0,0.0,83.0,277.0
28,0.0,0.0003321667828569172,0.016328530395722,0.0,1.579992228501602e-05,0.004295774246125997,0.05004549026489258,38.3910608291626,0.502918004989624,530,1.0,1.0,1.0,0.0,51.0,206.0
29,0.0,-0.0006248519244366994,0.006990315348574089,0.0,-2.3207602562156045e-05,0.0016923221779557034,0.052002906799316406,38.40561270713806,0.5026531219482422,540,1.0,1.0,1.0,0.0,38.0,210.0
30,0.0,0.00021640332151066428,0.00669618826595488,0.0,6.322969989148925e-06,0.0013117562421125547,0.052179574966430664,38.425090312957764,0.4719545841217041,550,1.0,1.0,1.0,0.0,22.0,175.0
31,0.0,0.0004760515341005086,0.009700101774681908,0.0,2.816383785286227e-08,0.0017235113099553603,0.053133249282836914,38.44352173805237,0.5257925987243652,560,1.0,1.0,1.0,0.0,8.0,150.0
32,0.0,0.0004760515341005086,0.03042904221949589,0.0,2.816383785286227e-08,0.008040326793450325,0.05399489402770996,38.68206024169922,0.5667872428894043,570,1.0,1.0,1.0,0.0,8.0,203.0
33,0.0,0.0004760515341005086,0.004619888725015319,0.0,2.816383785286227e-08,0.0004862796698991386,0.05505800247192383,38.551656007766724,0.5957510471343994,580,1.0,1.0,1.0,0.0,8.0,113.0
34,0.0,0.0002996065440197021,0.004912722938850952,0.0,6.844076844056908e-07,0.0005212529552759597,0.05644965171813965,38.614898443222046,0.5930275917053223,590,1.0,1.0,1.0,0.0,6.0,90.0
35,0.0,0.0012206340475041076,0.002455903281916801,0.0,4.023402893913488e-06,0.00018972954990317996,0.058325767517089844,38.63502383232117,0.6262948513031006,600,1.0,1.0,1.0,0.0,5.0,74.0
36,0.0,0.0010199811708271969,0.0008274089286676096,0.0,4.01670884533544e-06,4.683573282252515e-05,0.05955839157104492,38.719430446624756,0.6224908828735352,610,1.0,1.0,1.0,0.0,4.0,59.0
37,0.0,0.0010199811708271969,0.04116881246274658,0.0,4.01670884533544e-06,0.006329858777858554,0.059984683990478516,38.593602895736694,0.6123206615447998,620,1.0,1.0,1.0,0.0,4.0,124.0
38,0.0,0.00028826792823471715,0.0008498497299866865,0.0,6.710101857990229e-07,5.317792683292245e-05,0.061107635498046875,38.8127236366272,0.650249719619751,630,1.0,1.0,1.0,0.0,3.0,67.0
39,0.0,0.00028826792823471715,0.003316011832977308,0.0,6.710101857990229e-07,0.000292816709391769,0.06248784065246582,39.34250807762146,0.7255158424377441,640,1.0,1.0,1.0,0.0,3.0,85.0
40,0.0,0.000748128376656648,0.010206822732008281,0.0,2.003673398593183e-06,0.0002190832066828271,0.06560516357421875,38.10344648361206,0.6573569774627686,650,1.0,1.0,1.0,0.0,2.0,28.0
41,0.0,1.9710955535869273e-15,0.003515843428743805,0.0,0.0,0.00015922585204530801,0.06146073341369629,37.599772453308105,0.6485307216644287,660,1.0,1.0,1.0,0.0,1.0,51.0
42,0.0,0.0,0.013512174067604313,0.0,0.0,0.0007562327690264785,0.06195425987243652,37.396186113357544,0.6392202377319336,670,1.0,1.0,1.0,0.0,0.0,52.0
43,0.0,0.0,0.0036232828115927767,0.0,0.0,0.00013701447465607405,0.06367921829223633,37.44819664955139,0.7129132747650146,680,1.0,1.0,1.0,0.0,0.0,45.0
44,0.0,0.0,0.004752360166330466,0.0,0.0,0.0001398612865897633,0.0643916130065918,37.34872555732727,0.6959328651428223,690,1.0,1.0,1.0,0.0,0.0,30.0
45,0.0,0.0,0.0017001545313919538,0.0,0.0,2.590280850880179e-05,0.0660715103149414,37.69770526885986,0.6906826496124268,700,1.0,1.0,1.0,0.0,0.0,21.0
46,0.0,0.0,0.005919573527872852,0.0,0.0,0.00019463250805171447,0.06685972213745117,38.60670852661133,0.7081336975097656,710,1.0,1.0,1.0,0.0,0.0,28.0
47,0.0,0.0,0.000518452538288069,0.0,0.0,1.4351413380375915e-05,0.0705118179321289,39.609925270080566,0.7963111400604248,720,1.0,1.0,1.0,0.0,0.0,19.0
48,0.0,0.0,0.001090728487344252,0.0,0.0,5.390022106970768e-06,0.07191872596740723,38.30596971511841,0.7247192859649658,730,1.0,1.0,1.0,0.0,0.0,8.0
49,0.0,0.0,0.001223584495263685,0.0,0.0,1.5086072722486627e-05,0.07182693481445312,37.62801146507263,0.8020002841949463,740,1.0,1.0,1.0,0.0,0.0,21.0
50,0.0,0.0,0.014355512249935119,0.0,0.0,0.0003388724291434275,0.07249808311462402,37.40908336639404,0.8264205455780029,750,1.0,1.0,1.0,0.0,0.0,29.0
51,0.0,0.0,0.006729382848353717,0.0,0.0,0.00015515168663547715,0.07268762588500977,38.15349531173706,0.8162503242492676,760,1.0,1.0,1.0,0.0,0.0,22.0
52,0.0,0.0,0.006023508226636185,0.0,0.0,0.00012150345134266034,0.07370638847351074,38.225754499435425,0.8062052726745605,770,1.0,1.0,1.0,0.0,0.0,17.0
53,0.0,0.0,0.000748128376656648,0.0,0.0,2.003673398593183e-06,0.07641363143920898,37.53496313095093,0.8064138889312744,780,1.0,1.0,1.0,0.0,0.0,2.0
54,0.0,0.0,0.00028826792823471715,0.0,0.0,6.710101857990229e-07,0.07597231864929199,37.08836030960083,0.8170933723449707,790,1.0,1.0,1.0,0.0,0.0,3.0
