Time,f_micro,f_macro,f_weighted,adj_rand,adj_mut,eps,minp,queries
65.80265688896179,0.0,0.0,0.0,-0.015216724769244142,0.013570110686099611,2,10,4350
66.16206884384155,0.00029885057471264366,5.8614929222472956e-06,0.0005974734270565838,-0.03037127706324396,0.027726292074811826,2.3,10,4350
68.38635516166687,0.0007586206896551724,3.686276002500397e-05,0.0015142963394774419,-0.042566764907602514,0.0361549014420673,2.5,10,4350
65.79865074157715,0.00027586206896551725,2.6443600208022993e-06,0.0005515300966164046,-0.05353353476186218,0.04709576117217579,2.8,10,4350
64.6973204612732,0.000689655172413793,3.6158024481959816e-05,0.001373713993641978,-0.055885979232575274,0.06383960723929319,3,10,4350
66.7480685710907,0.0004137931034482759,2.1098282834202663e-06,0.0008271496906999821,-0.044486142689408155,0.07754774561018841,3.3,10,4350
65.86160922050476,0.0004597701149425287,1.9151276700709978e-06,0.0009190013525820308,-0.0334415227000742,0.09610597421248333,3.5,10,4350
67.22077512741089,0.0004597701149425287,1.8399656736003935e-06,0.0009190013525820308,-0.02608691981975275,0.10888440318346147,3.8,10,4350
66.16242408752441,0.0004597701149425287,1.9632464557511736e-06,0.0009190013525820308,-0.017578405867607186,0.12257758410442705,4,10,4350
66.52919816970825,0.00471264367816092,3.103590665156252e-05,0.009368976806150007,0.0011054092445346238,0.15432388598360633,4.5,10,4350
66.47300457954407,0.0004597701149425287,2.436711297470791e-06,0.0009190013525820308,-0.006041866438433599,0.13975428171299706,4.3,10,4350
65.3409914970398,0.03910344827586207,0.00039601032900857307,0.07440568904774146,0.02029760275883066,0.18596765720272085,4.8,10,4350
65.03916025161743,0.3205287356321839,0.003016388619368879,0.4493739488641933,0.13147869995983844,0.24456781695040733,5,10,4350
64.60541439056396,0.4414942528735632,0.008700220197298186,0.5520778342533731,0.1769277847973281,0.2614770240040989,5.3,10,4350
64.58841609954834,0.4828505747126437,0.010151345798479228,0.5841640249626773,0.21871055895607608,0.2903713786480229,5.5,10,4350
64.75830292701721,0.4954712643678161,0.009065843353095944,0.5828932960268164,0.24518036951994973,0.31996361342099305,5.8,10,4350
64.98516011238098,0.508,0.009793274513709942,0.5912697367298538,0.2577691999415412,0.33365871552922505,6,10,4350
65.47085666656494,0.518183908045977,0.010452796056864583,0.598304589821844,0.2704351082937436,0.3472617510125941,6.3,10,4350
65.74968314170837,0.5257471264367816,0.011439501443818141,0.6009646096888551,0.2673052196120883,0.3512935488980881,6.5,10,4350
66.16342878341675,0.5445977011494253,0.017830697857555686,0.6259451831243956,0.2747830697018738,0.3599522587075327,6.8,10,4350
64.86821746826172,0.5480919540229885,0.0182073780158319,0.6282152590921292,0.2792721691161911,0.3668511431947618,7,10,4350
67.10585141181946,0.5534942528735632,0.018595371123151943,0.6316261947661486,0.2849970112098862,0.37471130256692553,7.5,10,4350
66.69410181045532,0.5565977011494253,0.018356380686847005,0.6336193116107883,0.2891055476333947,0.3809641672270062,8,10,4350
65.09907484054565,0.5630344827586207,0.020409037880744,0.6378299624721895,0.2973042937888536,0.3918750365447931,9,10,4350
64.9262809753418,0.5637701149425287,0.020072593266900942,0.6381421994541493,0.2982488948402818,0.3951231269468239,10,10,4350
64.7603268623352,0.5647586206896552,0.02067194496305484,0.6391471738381457,0.2989317907291638,0.39723024092448045,11,10,4350
67.45780754089355,0.5649425287356322,0.020674286161116856,0.6392518095682482,0.2993543162494606,0.3981899144022046,12,10,4350
66.32945537567139,0.5657701149425287,0.02088358678420978,0.6394505610275737,0.2996832215880446,0.3966191896543721,13,10,4350
67.8794755935669,0.5525057471264367,0.013319013481940584,0.5848265531759459,0.10268535344362946,0.27738186021318895,15,10,4350
66.87479972839355,0.5542528735632184,0.013910069126732764,0.5854196728942085,0.10101218145217232,0.27614527568459835,20,10,4350
67.22882914543152,0.5547126436781609,0.014177567293186904,0.585633296233776,0.10071762816441547,0.2741654470344469,25,10,4350
68.25218725204468,0.5549885057471264,0.014464171757419101,0.5800422018397922,0.04804974458188849,0.19796619935766469,27,10,4350
66.22741866111755,0.5550114942528735,0.014464325178214025,0.5800484572323579,0.047996809448739804,0.19801160342320276,27.5,10,4350
64.97517681121826,0.5547586206896552,0.014128466471238102,0.5649788610218494,-0.10340180166022968,0.04135388841375247,28,10,4350
65.92958498001099,0.5548965517241379,0.014130713490388094,0.5650687163732877,-0.1034046381555007,0.041311472735053416,28.5,10,4350
65.60977602005005,0.5549425287356322,0.014131040522251413,0.5650817939489773,-0.10349165805548595,0.041388797541742954,30,10,4350
73.15915012359619,0.5549425287356322,0.014130618662367775,0.5650649243250125,-0.10362012435877223,0.0414975750529204,30.3,10,4350
66.93296098709106,0.5549425287356322,0.014130618662367775,0.5650649243250125,-0.10362012435877223,0.0414975750529204,30.5,10,4350
69.4755277633667,0.5549655172413793,0.01413099309430467,0.565079897367534,-0.1036206071435572,0.04149049413085034,30.7,10,4350
68.80826377868652,0.5549655172413793,0.01413099309430467,0.565079897367534,-0.1036206071435572,0.04149049413085034,31,10,4350
70.61970973014832,0.5549885057471264,0.014131367515063822,0.5650948699630721,-0.10362108682778291,0.041483413626137895,31.3,10,4350
69.07798981666565,0.5550344827586207,0.014132116323050907,0.5651248138132791,-0.10362203689400534,0.04146925386877593,31.8,10,4350
71.23227787017822,0.555080459770115,0.014132232299812156,0.5651294515719918,-0.10382969121354794,0.04166922189075193,32,10,4350
