Time,f_micro,f_macro,f_weighted,adj_rand,adj_mut,eps,minp,queries
0.03723406791687012,0.0,0.0,0.0,0.0,0.0,0.1,6,15
0.030918121337890625,0.0,0.0,0.0,0.0,0.0,0.15,6,15
0.02988409996032715,0.0,0.0,0.0,0.010570385554813119,0.08376509673616415,0.2,6,15
0.029429197311401367,0.0,0.0,0.0,0.013678058399610149,0.0952335995109178,0.25,6,15
0.029921293258666992,0.0,0.0,0.0,0.013678058399610149,0.0952335995109178,0.3,6,15
0.0298917293548584,0.0,0.0,0.0,0.025555542648715807,0.12899120651781112,0.35,6,15
0.029436826705932617,0.0,0.0,0.0,0.025555542648715807,0.12899120651781112,0.4,6,15
0.028920650482177734,0.0,0.0,0.0,0.025555542648715807,0.12899120651781112,0.45,6,15
0.02892279624938965,0.0,0.0,0.0,0.025555542648715807,0.12899120651781112,0.485,6,15
0.027924776077270508,0.0,0.0,0.0,0.025555542648715807,0.12899120651781112,0.495,6,15
0.028922319412231445,0.0,0.0,0.0,0.025555542648715807,0.12899120651781112,0.5,6,15
0.028488874435424805,0.0,0.0,0.0,0.06583072100313477,0.2748718431367843,0.6,6,15
0.027878522872924805,0.0,0.0,0.0,0.06920171093439949,0.2772549442754634,0.62,6,15
0.02892303466796875,0.12,0.08372093023255814,0.13953488372093023,0.07882104634005117,0.23460914939116714,0.65,6,15
0.02991795539855957,0.0,0.0,0.0,0.09075788103933172,0.2685837856276362,0.68,6,15
0.027925491333007812,0.0,0.0,0.0,0.09075788103933172,0.2685837856276362,0.7,6,15
0.02892279624938965,0.0,0.0,0.0,0.24064068666896582,0.3664662901898476,0.8,6,15
0.028893470764160156,0.0,0.0,0.0,0.3138501015605583,0.4340182209198531,1.0,6,15
0.028922557830810547,0.0,0.0,0.0,0.3529313512610657,0.48332890630252806,1.2,6,15
0.028922557830810547,0.0,0.0,0.0,0.35974164874660336,0.4953257942331775,1.5,6,15
0.029943227767944336,0.0,0.0,0.0,0.35974164874660336,0.4953257942331775,1.7,6,15
0.02888798713684082,0.0,0.0,0.0,0.35974164874660336,0.4953257942331775,1.8,6,15
0.02892279624938965,0.0,0.0,0.0,0.35974164874660336,0.4953257942331775,2.0,6,15
0.0282747745513916,0.0,0.0,0.0,0.35974164874660336,0.4953257942331775,2.2,6,15
0.027953386306762695,0.0,0.0,0.0,0.35974164874660336,0.4953257942331775,2.3,6,15
