Epsilon,TIME_DB_ANN,ARAND_DB_ANN,AMIS_DB_ANN,TIME_DBPK_ANN,ARAND_DBPK_ANN,AMIS_DBPK_ANN,TIME_DBPK,ARAND_DBPK,AMIS_DBPK,TIME_DB,ARAND_DB,AMIS_DB
0.5,0.10888171195983887,0.0,-1.2026014029091173e-15,0.06207466125488281,0.0,-1.2026014029091173e-15,0.15421056747436523,0.0,-1.2026014029091173e-15,0.14565396308898926,0.0,-1.2026014029091173e-15
8.5,0.06490468978881836,0.0,-1.2026014029091173e-15,0.06143021583557129,0.0,-1.2026014029091173e-15,0.16214966773986816,0.0,-1.2026014029091173e-15,0.18376970291137695,0.0,-1.2026014029091173e-15
16.5,0.07540607452392578,0.0036295749035221113,0.008537123673312634,0.07916641235351562,0.0,-1.2026014029091173e-15,0.1652519702911377,0.0036295749035221113,0.008537123673312634,0.16770362854003906,0.0036295749035221113,0.008537123673312634
24.5,0.06597065925598145,0.10416859297602991,0.15814202991758491,0.06691622734069824,0.009546456488202184,0.05870265384608455,0.19012117385864258,0.10416859297602991,0.15814202991758491,0.1781482696533203,0.10416859297602991,0.15814202991758491
32.5,0.06934905052185059,0.2970759097049034,0.3688827061623343,0.0599360466003418,0.04105534810511246,0.14869829194553622,0.20692992210388184,0.2970759097049034,0.3688827061623343,0.2281332015991211,0.2970759097049034,0.3688827061623343
40.5,0.07505297660827637,0.27516546478482234,0.361909579977998,0.06195974349975586,0.0835244451316318,0.2247263805483292,0.2271590232849121,0.27516546478482234,0.361909579977998,0.21917152404785156,0.27516546478482234,0.361909579977998
48.5,0.06549072265625,0.23010608875840435,0.3664764158756184,0.06570577621459961,0.09796456377255348,0.23035442488481614,0.23244881629943848,0.23010608875840435,0.3664764158756184,0.22074270248413086,0.23010608875840435,0.3664764158756184
56.5,0.06164145469665527,0.23389646019330715,0.35916119285728654,0.062088727951049805,0.12143996303230185,0.2531233556302692,0.23408770561218262,0.23389646019330715,0.35916119285728654,0.24332189559936523,0.23389646019330715,0.35916119285728654
64.5,0.07451558113098145,0.2385359422582925,0.36399745230439584,0.06644630432128906,0.12490597884465389,0.27645366930679666,0.23391008377075195,0.2385359422582925,0.36399745230439584,0.2300713062286377,0.2385359422582925,0.36399745230439584
72.5,0.06689572334289551,0.006098792415482031,0.05200695929394081,0.06855630874633789,0.10634076494508034,0.2332331620208801,0.26308274269104004,0.006098792415482031,0.05200695929394081,0.24121809005737305,0.006098792415482031,0.05200695929394081
80.5,0.06766200065612793,0.006098792415482031,0.05200695929394081,0.05854439735412598,0.15997610201120457,0.22059275350694021,0.24392366409301758,0.006098792415482031,0.05200695929394081,0.22192740440368652,0.006098792415482031,0.05200695929394081
88.5,0.07187700271606445,0.006098792415482031,0.05200695929394081,0.06830835342407227,0.16684649052421216,0.2255821699454322,0.2613179683685303,0.006098792415482031,0.05200695929394081,0.24398469924926758,0.006098792415482031,0.05200695929394081
96.5,0.06459403038024902,0.006098792415482031,0.05200695929394081,0.06787872314453125,0.1800875725093206,0.2404605996416216,0.2516319751739502,0.006098792415482031,0.05200695929394081,0.25435400009155273,0.006098792415482031,0.05200695929394081
104.5,0.061498403549194336,0.004402891479352224,0.04158771712235791,0.06882214546203613,0.18682595247616055,0.24554062793802103,0.283217191696167,0.004402891479352224,0.04158771712235791,0.24120211601257324,0.004402891479352224,0.04158771712235791
112.5,0.07460522651672363,0.0029843414833527026,0.03096258301629611,0.06794524192810059,0.1938843767255072,0.25145828962763506,0.2438974380493164,0.0029843414833527026,0.03096258301629611,0.26732420921325684,0.0029843414833527026,0.03096258301629611
120.5,0.06308484077453613,0.0029843414833527026,0.03096258301629611,0.0587310791015625,0.1938843767255072,0.25145828962763506,0.24587583541870117,0.0029843414833527026,0.03096258301629611,0.27822089195251465,0.0029843414833527026,0.03096258301629611
128.5,0.0650324821472168,0.0029843414833527026,0.03096258301629611,0.06292581558227539,0.1938843767255072,0.25145828962763506,0.2438983917236328,0.0029843414833527026,0.03096258301629611,0.24878716468811035,0.0029843414833527026,0.03096258301629611
136.5,0.07402253150939941,0.0018389693692720116,0.020196879973884956,0.0666968822479248,0.2012578111512987,0.25845590071035196,0.27817368507385254,0.0018389693692720116,0.020196879973884956,0.26949000358581543,0.0018389693692720116,0.020196879973884956
144.5,0.07260537147521973,0.0009625882410761705,0.009574973613987781,0.060442209243774414,0.2089411121309139,0.2669480925870414,0.2534940242767334,0.0009625882410761705,0.009574973613987781,0.2431483268737793,0.0009625882410761705,0.009574973613987781
152.5,0.07714700698852539,0.0009625882410761705,0.009574973613987781,0.06504344940185547,0.2089411121309139,0.2669480925870414,0.2763228416442871,0.0009625882410761705,0.009574973613987781,0.2822225093841553,0.0009625882410761705,0.009574973613987781
160.5,0.062273502349853516,0.0009625882410761705,0.009574973613987781,0.06266403198242188,0.2089411121309139,0.2669480925870414,0.25480198860168457,0.0009625882410761705,0.009574973613987781,0.23810124397277832,0.0009625882410761705,0.009574973613987781
168.5,0.08269524574279785,0.000351000351000353,0.00018503394242292144,0.06986570358276367,0.2169290330512167,0.2778116458012849,0.2611813545227051,0.000351000351000353,0.00018503394242292144,0.25789809226989746,0.000351000351000353,0.00018503394242292144
176.5,0.07784175872802734,0.000351000351000353,0.00018503394242292144,0.06310462951660156,0.2169290330512167,0.2778116458012849,0.24953961372375488,0.000351000351000353,0.00018503394242292144,0.26530027389526367,0.000351000351000353,0.00018503394242292144
