factor,n_clusters_db,n_noise_db,acc_db,ARAND_db,AMIS_db,Exec_time_db,n_clusters_dbp_uni,n_noise_dbp_uni,acc_dbp_uni,ARAND_dbp_uni,AMIS_dbp_uni,Exec_time_dbp_uni,n_clusters_dbp_kg,n_noise_dbp_kg,acc_dbp_kg,ARAND_dbp_kg,AMIS_dbp_kg,Exec_time_dbp_kg
0.1,2.0,0.0,0.0,0.5681159420289855,0.7315847607219574,0.0022656917572021484,2.0,7.0,0.0,0.555317201636563,0.6784459502262996,0.04004645347595215,2.0,3.0,0.0,0.5621364251426576,0.7081693056957752,0.038353919982910156
0.2,2.0,0.0,0.0,0.5681159420289855,0.7315847607219574,0.0015075206756591797,2.0,0.0,0.0,0.5681159420289855,0.7315847607219574,0.07538223266601562,2.0,0.0,0.0,0.5681159420289855,0.7315847607219574,0.08355140686035156
0.30000000000000004,2.0,0.0,0.0,0.5681159420289855,0.7315847607219574,0.0014655590057373047,2.0,0.0,0.0,0.5681159420289855,0.7315847607219574,0.11877799034118652,2.0,0.0,0.0,0.5681159420289855,0.7315847607219574,0.12129092216491699
0.4,2.0,0.0,0.0,0.5681159420289855,0.7315847607219574,0.0014789104461669922,2.0,0.0,0.0,0.5681159420289855,0.7315847607219574,0.1426386833190918,2.0,0.0,0.0,0.5681159420289855,0.7315847607219574,0.15854740142822266
0.5,2.0,0.0,0.0,0.5681159420289855,0.7315847607219574,0.0014879703521728516,2.0,0.0,0.0,0.5681159420289855,0.7315847607219574,0.1852719783782959,2.0,0.0,0.0,0.5681159420289855,0.7315847607219574,0.20197844505310059
0.6,2.0,0.0,0.0,0.5681159420289855,0.7315847607219574,0.0014591217041015625,2.0,0.0,0.0,0.5681159420289855,0.7315847607219574,0.21777558326721191,2.0,0.0,0.0,0.5681159420289855,0.7315847607219574,0.24321198463439941
0.7000000000000001,2.0,0.0,0.0,0.5681159420289855,0.7315847607219574,0.0014750957489013672,2.0,0.0,0.0,0.5681159420289855,0.7315847607219574,0.2631046772003174,2.0,0.0,0.0,0.5681159420289855,0.7315847607219574,0.284698486328125
0.8,2.0,0.0,0.0,0.5681159420289855,0.7315847607219574,0.0014810562133789062,2.0,0.0,0.0,0.5681159420289855,0.7315847607219574,0.29880547523498535,2.0,0.0,0.0,0.5681159420289855,0.7315847607219574,0.3231964111328125
0.9,2.0,0.0,0.0,0.5681159420289855,0.7315847607219574,0.001477956771850586,2.0,0.0,0.0,0.5681159420289855,0.7315847607219574,0.35101795196533203,2.0,0.0,0.0,0.5681159420289855,0.7315847607219574,0.3800344467163086
1.0,2.0,0.0,0.0,0.5681159420289855,0.7315847607219574,0.0014824867248535156,2.0,0.0,0.0,0.5681159420289855,0.7315847607219574,0.377244234085083,2.0,0.0,0.0,0.5681159420289855,0.7315847607219574,0.39391279220581055
